date,poor,very poor,crop,year
2011-10-23,18,23,pastureland,2011
2011-10-30,19,21,pastureland,2011
2012-05-06,11,6,pastureland,2012
2012-05-13,11,6,pastureland,2012
2012-05-20,13,6,pastureland,2012
2012-05-27,15,7,pastureland,2012
2012-06-03,15,7,pastureland,2012
2012-06-10,18,9,pastureland,2012
2012-06-17,19,9,pastureland,2012
2012-06-24,22,12,pastureland,2012
2012-07-01,26,17,pastureland,2012
2012-07-08,29,21,pastureland,2012
2012-07-15,30,24,pastureland,2012
2012-07-22,29,26,pastureland,2012
2012-07-29,28,29,pastureland,2012
2012-08-05,28,31,pastureland,2012
2012-08-12,27,32,pastureland,2012
2012-08-19,27,32,pastureland,2012
1986-06-15,4,0,sorghum,1986
1986-06-22,2,0,sorghum,1986
1986-06-29,2,0,sorghum,1986
1986-07-06,1,0,sorghum,1986
1986-07-13,2,1,sorghum,1986
1986-07-20,2,0,sorghum,1986
1986-07-27,3,1,sorghum,1986
1986-08-03,4,1,sorghum,1986
1986-08-10,4,1,sorghum,1986
1986-08-17,3,1,sorghum,1986
1986-08-24,3,0,sorghum,1986
1986-08-31,3,0,sorghum,1986
1986-09-07,2,1,sorghum,1986
1986-09-14,4,0,sorghum,1986
1986-09-21,3,1,sorghum,1986
1986-09-28,3,1,sorghum,1986
1987-06-14,1,0,sorghum,1987
1987-06-21,2,0,sorghum,1987
1987-06-28,1,0,sorghum,1987
1987-07-05,3,0,sorghum,1987
1987-07-12,3,0,sorghum,1987
1987-07-19,2,0,sorghum,1987
1987-07-26,3,0,sorghum,1987
1987-08-02,1,0,sorghum,1987
1987-08-09,3,0,sorghum,1987
1987-08-16,1,0,sorghum,1987
1987-08-23,1,0,sorghum,1987
1987-08-30,3,0,sorghum,1987
1987-09-06,3,0,sorghum,1987
1987-09-13,3,0,sorghum,1987
1987-09-20,4,0,sorghum,1987
1987-09-27,3,0,sorghum,1987
1987-10-04,1,0,sorghum,1987
1987-10-11,2,0,sorghum,1987
1988-06-12,10,2,sorghum,1988
1988-06-19,14,4,sorghum,1988
1988-06-26,22,5,sorghum,1988
1988-07-03,19,4,sorghum,1988
1988-07-10,14,4,sorghum,1988
1988-07-17,13,2,sorghum,1988
1988-07-24,6,2,sorghum,1988
1988-07-31,5,1,sorghum,1988
1988-08-07,11,1,sorghum,1988
1988-08-14,14,1,sorghum,1988
1988-08-21,11,1,sorghum,1988
1988-08-28,15,1,sorghum,1988
1988-09-04,14,1,sorghum,1988
1988-09-11,19,3,sorghum,1988
1988-09-18,19,3,sorghum,1988
1989-06-11,10,2,sorghum,1989
1989-06-18,10,1,sorghum,1989
1989-06-25,10,1,sorghum,1989
1989-07-02,12,1,sorghum,1989
1989-07-09,10,2,sorghum,1989
1989-07-16,13,5,sorghum,1989
1989-07-23,4,2,sorghum,1989
1989-07-30,7,2,sorghum,1989
1989-08-06,9,1,sorghum,1989
1989-08-13,16,7,sorghum,1989
1989-08-20,17,7,sorghum,1989
1989-08-27,18,3,sorghum,1989
1989-09-03,21,1,sorghum,1989
1989-09-10,10,1,sorghum,1989
1989-09-17,12,1,sorghum,1989
1989-09-24,10,1,sorghum,1989
1989-10-01,13,4,sorghum,1989
1990-06-17,4,2,sorghum,1990
1990-06-24,5,2,sorghum,1990
1990-07-01,7,2,sorghum,1990
1990-07-08,8,2,sorghum,1990
1990-07-15,8,2,sorghum,1990
1990-07-22,11,2,sorghum,1990
1990-07-29,10,1,sorghum,1990
1990-08-05,9,1,sorghum,1990
1990-08-12,10,1,sorghum,1990
1990-08-19,4,1,sorghum,1990
1990-08-26,5,0,sorghum,1990
1990-09-02,5,0,sorghum,1990
1990-09-09,8,1,sorghum,1990
1990-09-16,8,0,sorghum,1990
1990-09-23,7,1,sorghum,1990
1990-09-30,7,0,sorghum,1990
1990-10-07,5,1,sorghum,1990
1990-10-14,4,1,sorghum,1990
1991-06-16,1,0,sorghum,1991
1991-06-23,2,0,sorghum,1991
1991-06-30,1,0,sorghum,1991
1991-07-07,4,0,sorghum,1991
1991-07-14,3,0,sorghum,1991
1991-07-21,9,2,sorghum,1991
1991-07-28,12,2,sorghum,1991
1991-08-04,12,2,sorghum,1991
1991-08-11,13,3,sorghum,1991
1991-08-18,17,3,sorghum,1991
1991-08-25,18,3,sorghum,1991
1991-09-01,18,5,sorghum,1991
1991-09-08,18,6,sorghum,1991
1991-09-15,13,8,sorghum,1991
1991-09-22,14,6,sorghum,1991
1991-09-29,13,10,sorghum,1991
1991-10-06,16,8,sorghum,1991
1992-06-14,6,2,sorghum,1992
1992-06-21,5,1,sorghum,1992
1992-06-28,5,0,sorghum,1992
1992-07-05,2,0,sorghum,1992
1992-07-12,4,0,sorghum,1992
1992-07-19,3,0,sorghum,1992
1992-07-26,2,0,sorghum,1992
1992-08-02,2,0,sorghum,1992
1992-08-09,2,0,sorghum,1992
1992-08-16,3,0,sorghum,1992
1992-08-23,2,0,sorghum,1992
1992-08-30,3,0,sorghum,1992
1992-09-06,5,0,sorghum,1992
1992-09-13,5,0,sorghum,1992
1992-09-20,3,0,sorghum,1992
1992-09-27,2,0,sorghum,1992
1992-10-04,4,0,sorghum,1992
1992-10-11,6,0,sorghum,1992
1992-10-18,4,1,sorghum,1992
1992-10-25,4,1,sorghum,1992
1992-11-01,3,1,sorghum,1992
1993-06-13,6,0,sorghum,1993
1993-06-20,5,0,sorghum,1993
1993-06-27,4,2,sorghum,1993
1993-07-04,5,0,sorghum,1993
1993-07-11,5,1,sorghum,1993
1993-07-18,6,1,sorghum,1993
1993-07-25,10,1,sorghum,1993
1993-08-01,8,1,sorghum,1993
1993-08-08,8,0,sorghum,1993
1993-08-15,8,1,sorghum,1993
1993-08-22,5,1,sorghum,1993
1993-08-29,7,1,sorghum,1993
1993-09-05,6,0,sorghum,1993
1993-09-12,3,0,sorghum,1993
1993-09-19,5,0,sorghum,1993
1993-09-26,4,0,sorghum,1993
1993-10-03,4,0,sorghum,1993
1993-10-10,4,0,sorghum,1993
1993-10-17,6,0,sorghum,1993
1994-06-19,1,0,sorghum,1994
1994-06-26,1,0,sorghum,1994
1994-07-03,2,0,sorghum,1994
1994-07-10,2,1,sorghum,1994
1994-07-17,2,1,sorghum,1994
1994-07-24,3,0,sorghum,1994
1994-07-31,3,0,sorghum,1994
1994-08-07,5,0,sorghum,1994
1994-08-14,2,0,sorghum,1994
1994-08-21,7,0,sorghum,1994
1994-08-28,7,0,sorghum,1994
1994-09-04,7,0,sorghum,1994
1994-09-11,5,1,sorghum,1994
1994-09-18,3,0,sorghum,1994
1994-09-25,6,0,sorghum,1994
1994-10-02,6,0,sorghum,1994
1995-07-02,4,0,sorghum,1995
1995-07-09,5,1,sorghum,1995
1995-07-16,6,1,sorghum,1995
1995-07-23,7,2,sorghum,1995
1995-07-30,6,1,sorghum,1995
1995-08-06,5,2,sorghum,1995
1995-08-13,6,1,sorghum,1995
1995-08-20,7,1,sorghum,1995
1995-08-27,9,2,sorghum,1995
1995-09-03,11,1,sorghum,1995
1995-09-10,12,2,sorghum,1995
1995-09-17,14,3,sorghum,1995
1995-09-24,14,4,sorghum,1995
1995-10-01,19,4,sorghum,1995
1995-10-08,17,5,sorghum,1995
1996-07-07,7,3,sorghum,1996
1996-07-14,6,4,sorghum,1996
1996-07-21,8,2,sorghum,1996
1996-07-28,7,3,sorghum,1996
1996-08-04,7,2,sorghum,1996
1996-08-11,7,3,sorghum,1996
1996-08-18,7,3,sorghum,1996
1996-08-25,5,4,sorghum,1996
1996-09-01,5,3,sorghum,1996
1996-09-08,4,1,sorghum,1996
1996-09-15,5,1,sorghum,1996
1996-09-22,4,0,sorghum,1996
1996-09-29,4,0,sorghum,1996
1996-10-06,4,1,sorghum,1996
1997-06-29,2,0,sorghum,1997
1997-07-06,2,0,sorghum,1997
1997-07-13,3,0,sorghum,1997
1997-07-20,3,0,sorghum,1997
1997-07-27,7,1,sorghum,1997
1997-08-03,7,1,sorghum,1997
1997-08-10,7,2,sorghum,1997
1997-08-17,6,1,sorghum,1997
1997-08-24,5,1,sorghum,1997
1997-08-31,6,1,sorghum,1997
1997-09-07,6,1,sorghum,1997
1997-09-14,5,3,sorghum,1997
1998-06-28,12,6,sorghum,1998
1998-07-05,15,8,sorghum,1998
1998-07-12,14,10,sorghum,1998
1998-07-19,13,8,sorghum,1998
1998-07-26,15,9,sorghum,1998
1998-08-02,16,10,sorghum,1998
1998-08-09,15,8,sorghum,1998
1998-08-16,15,8,sorghum,1998
1998-08-23,13,8,sorghum,1998
1998-08-30,14,7,sorghum,1998
1998-09-06,15,6,sorghum,1998
1998-09-13,15,7,sorghum,1998
1998-09-20,15,7,sorghum,1998
1998-09-27,15,6,sorghum,1998
1999-07-04,4,0,sorghum,1999
1999-07-11,3,0,sorghum,1999
1999-07-18,2,1,sorghum,1999
1999-07-25,4,1,sorghum,1999
1999-08-01,6,0,sorghum,1999
1999-08-08,7,1,sorghum,1999
1999-08-15,7,1,sorghum,1999
1999-08-22,8,2,sorghum,1999
1999-08-29,9,4,sorghum,1999
1999-09-05,11,3,sorghum,1999
1999-09-12,11,2,sorghum,1999
1999-09-19,11,2,sorghum,1999
1999-09-26,11,2,sorghum,1999
1999-10-03,11,2,sorghum,1999
2000-06-25,6,2,sorghum,2000
2000-07-02,7,2,sorghum,2000
2000-07-09,7,3,sorghum,2000
2000-07-16,7,2,sorghum,2000
2000-07-23,8,2,sorghum,2000
2000-07-30,10,2,sorghum,2000
2000-08-06,12,3,sorghum,2000
2000-08-13,16,5,sorghum,2000
2000-08-20,17,8,sorghum,2000
2000-08-27,19,9,sorghum,2000
2000-09-03,21,11,sorghum,2000
2000-09-10,21,12,sorghum,2000
2000-09-17,22,12,sorghum,2000
2001-06-24,8,3,sorghum,2001
2001-07-01,9,4,sorghum,2001
2001-07-08,14,3,sorghum,2001
2001-07-15,16,6,sorghum,2001
2001-07-22,18,8,sorghum,2001
2001-07-29,19,9,sorghum,2001
2001-08-05,21,8,sorghum,2001
2001-08-12,20,8,sorghum,2001
2001-08-19,21,13,sorghum,2001
2001-08-26,22,12,sorghum,2001
2001-09-02,21,12,sorghum,2001
2001-09-09,21,12,sorghum,2001
2001-09-16,21,13,sorghum,2001
2001-09-23,21,12,sorghum,2001
2002-06-16,14,5,sorghum,2002
2002-06-23,15,5,sorghum,2002
2002-06-30,15,7,sorghum,2002
2002-07-07,17,6,sorghum,2002
2002-07-14,18,7,sorghum,2002
2002-07-21,23,10,sorghum,2002
2002-07-28,25,13,sorghum,2002
2002-08-04,25,18,sorghum,2002
2002-08-11,24,18,sorghum,2002
2002-08-18,23,20,sorghum,2002
2002-08-25,25,20,sorghum,2002
2002-09-01,25,21,sorghum,2002
2002-09-08,25,20,sorghum,2002
2002-09-15,25,20,sorghum,2002
2002-09-22,25,18,sorghum,2002
2002-09-29,25,20,sorghum,2002
2003-06-15,6,1,sorghum,2003
2003-06-22,7,2,sorghum,2003
2003-06-29,7,2,sorghum,2003
2003-07-06,6,1,sorghum,2003
2003-07-13,7,2,sorghum,2003
2003-07-20,10,3,sorghum,2003
2003-07-27,16,4,sorghum,2003
2003-08-03,22,11,sorghum,2003
2003-08-10,24,11,sorghum,2003
2003-08-17,26,13,sorghum,2003
2003-08-24,29,16,sorghum,2003
2003-08-31,29,16,sorghum,2003
2003-09-07,29,17,sorghum,2003
2003-09-14,30,15,sorghum,2003
2003-09-21,30,16,sorghum,2003
2003-09-28,28,15,sorghum,2003
2003-10-05,30,16,sorghum,2003
2003-10-12,29,16,sorghum,2003
2003-10-19,29,16,sorghum,2003
2004-06-13,9,2,sorghum,2004
2004-06-20,8,2,sorghum,2004
2004-06-27,7,2,sorghum,2004
2004-07-04,6,1,sorghum,2004
2004-07-11,5,1,sorghum,2004
2004-07-18,5,1,sorghum,2004
2004-07-25,5,1,sorghum,2004
2004-08-01,5,1,sorghum,2004
2004-08-08,3,1,sorghum,2004
2004-08-15,5,1,sorghum,2004
2004-08-22,6,1,sorghum,2004
2004-08-29,7,2,sorghum,2004
2004-09-05,9,2,sorghum,2004
2004-09-12,9,3,sorghum,2004
2004-09-19,9,2,sorghum,2004
2004-09-26,9,3,sorghum,2004
2004-10-03,8,3,sorghum,2004
2004-10-10,8,2,sorghum,2004
2004-10-17,8,2,sorghum,2004
2004-10-24,9,3,sorghum,2004
2005-06-05,5,3,sorghum,2005
2005-06-12,3,2,sorghum,2005
2005-06-19,5,1,sorghum,2005
2005-06-26,5,2,sorghum,2005
2005-07-03,6,2,sorghum,2005
2005-07-10,6,1,sorghum,2005
2005-07-17,8,3,sorghum,2005
2005-07-24,10,4,sorghum,2005
2005-07-31,12,4,sorghum,2005
2005-08-07,13,4,sorghum,2005
2005-08-14,14,6,sorghum,2005
2005-08-21,15,6,sorghum,2005
2005-08-28,12,4,sorghum,2005
2005-09-04,12,4,sorghum,2005
2005-09-11,11,5,sorghum,2005
2005-09-18,11,5,sorghum,2005
2005-09-25,11,5,sorghum,2005
2005-10-02,11,4,sorghum,2005
2005-10-09,10,4,sorghum,2005
2005-10-16,10,5,sorghum,2005
2006-06-11,12,8,sorghum,2006
2006-06-18,13,10,sorghum,2006
2006-06-25,12,10,sorghum,2006
2006-07-02,11,11,sorghum,2006
2006-07-09,13,9,sorghum,2006
2006-07-16,16,10,sorghum,2006
2006-07-23,17,12,sorghum,2006
2006-07-30,22,14,sorghum,2006
2006-08-06,21,16,sorghum,2006
2006-08-13,23,19,sorghum,2006
2006-08-20,22,18,sorghum,2006
2006-08-27,21,17,sorghum,2006
2006-09-03,21,17,sorghum,2006
2006-09-10,19,16,sorghum,2006
2006-09-17,19,16,sorghum,2006
2006-09-24,20,17,sorghum,2006
2006-10-01,19,17,sorghum,2006
2006-10-08,21,19,sorghum,2006
2006-10-15,19,18,sorghum,2006
2007-06-17,2,0,sorghum,2007
2007-06-24,2,0,sorghum,2007
2007-07-01,2,1,sorghum,2007
2007-07-08,2,1,sorghum,2007
2007-07-15,3,1,sorghum,2007
2007-07-22,4,1,sorghum,2007
2007-07-29,5,1,sorghum,2007
2007-08-05,6,1,sorghum,2007
2007-08-12,7,1,sorghum,2007
2007-08-19,7,2,sorghum,2007
2007-08-26,7,2,sorghum,2007
2007-09-02,7,2,sorghum,2007
2007-09-09,7,2,sorghum,2007
2007-09-16,7,2,sorghum,2007
2007-09-23,8,2,sorghum,2007
2007-09-30,8,2,sorghum,2007
2007-10-07,7,2,sorghum,2007
2008-06-15,11,3,sorghum,2008
2008-06-22,11,6,sorghum,2008
2008-06-29,12,3,sorghum,2008
2008-07-06,11,3,sorghum,2008
2008-07-13,11,3,sorghum,2008
2008-07-20,11,4,sorghum,2008
2008-07-27,12,4,sorghum,2008
2008-08-03,13,4,sorghum,2008
2008-08-10,13,4,sorghum,2008
2008-08-17,11,3,sorghum,2008
2008-08-24,10,3,sorghum,2008
2008-08-31,11,4,sorghum,2008
2008-09-07,11,3,sorghum,2008
2008-09-14,11,3,sorghum,2008
2008-09-21,11,3,sorghum,2008
2008-09-28,11,3,sorghum,2008
2008-10-05,10,3,sorghum,2008
2008-10-12,11,3,sorghum,2008
2008-10-19,10,3,sorghum,2008
2008-10-26,10,3,sorghum,2008
2008-11-02,11,3,sorghum,2008
2009-06-21,10,11,sorghum,2009
2009-06-28,9,11,sorghum,2009
2009-07-05,9,11,sorghum,2009
2009-07-12,10,11,sorghum,2009
2009-07-19,9,7,sorghum,2009
2009-07-26,10,12,sorghum,2009
2009-08-02,10,11,sorghum,2009
2009-08-09,10,11,sorghum,2009
2009-08-16,10,11,sorghum,2009
2009-08-23,10,11,sorghum,2009
2009-08-30,10,11,sorghum,2009
2009-09-06,10,11,sorghum,2009
2009-09-13,10,11,sorghum,2009
2009-09-20,10,11,sorghum,2009
2009-09-27,10,11,sorghum,2009
2009-10-04,10,11,sorghum,2009
2009-10-11,10,11,sorghum,2009
2009-10-18,11,11,sorghum,2009
2009-10-25,11,11,sorghum,2009
2009-11-01,11,11,sorghum,2009
2009-11-08,10,11,sorghum,2009
2010-06-13,2,0,sorghum,2010
2010-06-20,2,0,sorghum,2010
2010-06-27,2,0,sorghum,2010
2010-07-04,3,0,sorghum,2010
2010-07-11,3,1,sorghum,2010
2010-07-18,2,1,sorghum,2010
2010-07-25,3,1,sorghum,2010
2010-08-01,4,1,sorghum,2010
2010-08-08,6,2,sorghum,2010
2010-08-15,6,3,sorghum,2010
2010-08-22,7,2,sorghum,2010
2010-08-29,7,3,sorghum,2010
2010-09-05,8,3,sorghum,2010
2010-09-12,7,2,sorghum,2010
2010-09-19,7,2,sorghum,2010
2010-09-26,8,2,sorghum,2010
2010-10-03,9,2,sorghum,2010
2010-10-10,9,2,sorghum,2010
2011-06-12,12,9,sorghum,2011
2011-06-19,11,8,sorghum,2011
2011-06-26,14,10,sorghum,2011
2011-07-03,16,10,sorghum,2011
2011-07-10,20,13,sorghum,2011
2011-07-17,20,15,sorghum,2011
2011-07-24,22,17,sorghum,2011
2011-07-31,24,20,sorghum,2011
2011-08-07,22,18,sorghum,2011
2011-08-14,23,18,sorghum,2011
2011-08-21,23,18,sorghum,2011
2011-08-28,23,19,sorghum,2011
2011-09-04,24,20,sorghum,2011
2011-09-11,24,21,sorghum,2011
2011-09-18,24,20,sorghum,2011
2011-09-25,24,21,sorghum,2011
2011-10-02,24,21,sorghum,2011
2011-10-09,24,22,sorghum,2011
2011-10-16,25,22,sorghum,2011
2011-10-23,25,22,sorghum,2011
2012-06-03,7,2,sorghum,2012
2012-06-10,9,3,sorghum,2012
2012-06-17,10,3,sorghum,2012
2012-06-24,11,4,sorghum,2012
2012-07-01,17,7,sorghum,2012
2012-07-08,20,9,sorghum,2012
2012-07-15,21,11,sorghum,2012
2012-07-22,25,15,sorghum,2012
2012-07-29,25,17,sorghum,2012
2012-08-05,26,19,sorghum,2012
2012-08-12,27,21,sorghum,2012
2012-08-19,28,23,sorghum,2012
1986-06-22,3,1,soybeans,1986
1986-06-29,6,0,soybeans,1986
1986-07-06,5,1,soybeans,1986
1986-07-13,6,1,soybeans,1986
1986-07-20,9,2,soybeans,1986
1986-07-27,11,3,soybeans,1986
1986-08-03,11,3,soybeans,1986
1986-08-10,11,4,soybeans,1986
1986-08-17,9,3,soybeans,1986
1986-08-24,8,3,soybeans,1986
1986-08-31,9,2,soybeans,1986
1986-09-07,8,3,soybeans,1986
1986-09-14,9,2,soybeans,1986
1986-09-21,8,2,soybeans,1986
1986-09-28,7,2,soybeans,1986
1987-06-14,3,0,soybeans,1987
1987-06-21,4,0,soybeans,1987
1987-06-28,3,0,soybeans,1987
1987-07-05,3,0,soybeans,1987
1987-07-12,2,0,soybeans,1987
1987-07-19,1,1,soybeans,1987
1987-07-26,3,0,soybeans,1987
1987-08-02,4,1,soybeans,1987
1987-08-09,4,0,soybeans,1987
1987-08-16,4,1,soybeans,1987
1987-08-23,4,0,soybeans,1987
1987-08-30,7,0,soybeans,1987
1987-09-06,6,1,soybeans,1987
1987-09-13,6,1,soybeans,1987
1987-09-20,6,1,soybeans,1987
1987-09-27,6,1,soybeans,1987
1987-10-04,6,1,soybeans,1987
1987-10-11,7,1,soybeans,1987
1988-06-12,15,2,soybeans,1988
1988-06-19,21,4,soybeans,1988
1988-06-26,27,6,soybeans,1988
1988-07-03,24,7,soybeans,1988
1988-07-10,29,8,soybeans,1988
1988-07-17,24,6,soybeans,1988
1988-07-24,16,4,soybeans,1988
1988-07-31,18,6,soybeans,1988
1988-08-07,26,6,soybeans,1988
1988-08-14,25,7,soybeans,1988
1988-08-21,27,8,soybeans,1988
1988-08-28,23,5,soybeans,1988
1988-09-04,23,5,soybeans,1988
1988-09-11,24,5,soybeans,1988
1988-09-18,23,5,soybeans,1988
1989-06-11,6,1,soybeans,1989
1989-06-18,7,1,soybeans,1989
1989-06-25,4,0,soybeans,1989
1989-07-02,6,0,soybeans,1989
1989-07-09,7,2,soybeans,1989
1989-07-16,8,2,soybeans,1989
1989-07-23,6,1,soybeans,1989
1989-07-30,6,1,soybeans,1989
1989-08-06,7,1,soybeans,1989
1989-08-13,10,3,soybeans,1989
1989-08-20,11,4,soybeans,1989
1989-08-27,9,2,soybeans,1989
1989-09-03,8,1,soybeans,1989
1989-09-10,7,1,soybeans,1989
1989-09-17,7,2,soybeans,1989
1989-09-24,6,1,soybeans,1989
1989-10-01,8,2,soybeans,1989
1990-06-17,5,1,soybeans,1990
1990-06-24,6,0,soybeans,1990
1990-07-01,6,1,soybeans,1990
1990-07-08,5,1,soybeans,1990
1990-07-15,6,1,soybeans,1990
1990-07-22,4,1,soybeans,1990
1990-07-29,4,1,soybeans,1990
1990-08-05,6,1,soybeans,1990
1990-08-12,5,1,soybeans,1990
1990-08-19,8,1,soybeans,1990
1990-08-26,7,1,soybeans,1990
1990-09-02,8,2,soybeans,1990
1990-09-09,10,3,soybeans,1990
1990-09-16,10,2,soybeans,1990
1990-09-23,11,2,soybeans,1990
1990-09-30,9,2,soybeans,1990
1990-10-07,8,2,soybeans,1990
1990-10-14,8,3,soybeans,1990
1991-06-16,2,1,soybeans,1991
1991-06-23,4,0,soybeans,1991
1991-06-30,3,1,soybeans,1991
1991-07-07,5,1,soybeans,1991
1991-07-14,5,1,soybeans,1991
1991-07-21,8,1,soybeans,1991
1991-07-28,9,2,soybeans,1991
1991-08-04,15,3,soybeans,1991
1991-08-11,14,3,soybeans,1991
1991-08-18,14,3,soybeans,1991
1991-08-25,14,4,soybeans,1991
1991-09-01,12,4,soybeans,1991
1991-09-08,11,3,soybeans,1991
1991-09-15,11,3,soybeans,1991
1991-09-22,12,3,soybeans,1991
1991-09-29,12,3,soybeans,1991
1991-10-06,10,3,soybeans,1991
1992-06-14,5,0,soybeans,1992
1992-06-21,4,1,soybeans,1992
1992-06-28,5,1,soybeans,1992
1992-07-05,6,1,soybeans,1992
1992-07-12,2,1,soybeans,1992
1992-07-19,3,0,soybeans,1992
1992-07-26,3,0,soybeans,1992
1992-08-02,4,1,soybeans,1992
1992-08-09,2,0,soybeans,1992
1992-08-16,3,0,soybeans,1992
1992-08-23,4,1,soybeans,1992
1992-08-30,4,1,soybeans,1992
1992-09-06,3,0,soybeans,1992
1992-09-13,3,1,soybeans,1992
1992-09-20,3,1,soybeans,1992
1992-09-27,3,1,soybeans,1992
1992-10-04,2,1,soybeans,1992
1992-10-11,2,1,soybeans,1992
1992-10-18,2,0,soybeans,1992
1993-06-13,7,1,soybeans,1993
1993-06-20,7,1,soybeans,1993
1993-06-27,7,1,soybeans,1993
1993-07-04,10,2,soybeans,1993
1993-07-11,12,3,soybeans,1993
1993-07-18,13,3,soybeans,1993
1993-07-25,16,3,soybeans,1993
1993-08-01,14,2,soybeans,1993
1993-08-08,13,3,soybeans,1993
1993-08-15,11,3,soybeans,1993
1993-08-22,12,2,soybeans,1993
1993-08-29,11,2,soybeans,1993
1993-09-05,11,3,soybeans,1993
1993-09-12,11,2,soybeans,1993
1993-09-19,11,3,soybeans,1993
1993-09-26,11,3,soybeans,1993
1993-10-03,11,3,soybeans,1993
1993-10-10,10,3,soybeans,1993
1993-10-17,11,2,soybeans,1993
1994-06-19,3,0,soybeans,1994
1994-06-26,3,1,soybeans,1994
1994-07-03,2,0,soybeans,1994
1994-07-10,2,0,soybeans,1994
1994-07-17,2,0,soybeans,1994
1994-07-24,1,0,soybeans,1994
1994-07-31,1,0,soybeans,1994
1994-08-07,2,0,soybeans,1994
1994-08-14,2,0,soybeans,1994
1994-08-21,2,1,soybeans,1994
1994-08-28,3,1,soybeans,1994
1994-09-04,3,0,soybeans,1994
1994-09-11,3,0,soybeans,1994
1994-09-18,2,0,soybeans,1994
1994-09-25,2,0,soybeans,1994
1994-10-02,1,0,soybeans,1994
1995-06-25,7,1,soybeans,1995
1995-07-02,6,1,soybeans,1995
1995-07-09,7,1,soybeans,1995
1995-07-16,9,1,soybeans,1995
1995-07-23,10,1,soybeans,1995
1995-07-30,9,1,soybeans,1995
1995-08-06,8,1,soybeans,1995
1995-08-13,8,1,soybeans,1995
1995-08-20,7,1,soybeans,1995
1995-08-27,7,2,soybeans,1995
1995-09-03,10,2,soybeans,1995
1995-09-10,12,2,soybeans,1995
1995-09-17,12,3,soybeans,1995
1995-09-24,13,3,soybeans,1995
1995-10-01,15,4,soybeans,1995
1995-10-08,14,4,soybeans,1995
1996-06-30,7,1,soybeans,1996
1996-07-07,7,2,soybeans,1996
1996-07-14,9,2,soybeans,1996
1996-07-21,10,3,soybeans,1996
1996-07-28,10,2,soybeans,1996
1996-08-04,9,3,soybeans,1996
1996-08-11,9,2,soybeans,1996
1996-08-18,11,3,soybeans,1996
1996-08-25,10,3,soybeans,1996
1996-09-01,10,3,soybeans,1996
1996-09-08,11,3,soybeans,1996
1996-09-15,11,3,soybeans,1996
1996-09-22,10,3,soybeans,1996
1996-09-29,9,3,soybeans,1996
1996-10-06,8,2,soybeans,1996
1996-10-13,8,2,soybeans,1996
1997-06-22,7,2,soybeans,1997
1997-06-29,6,1,soybeans,1997
1997-07-06,5,1,soybeans,1997
1997-07-13,6,1,soybeans,1997
1997-07-20,7,1,soybeans,1997
1997-07-27,7,2,soybeans,1997
1997-08-03,8,2,soybeans,1997
1997-08-10,11,2,soybeans,1997
1997-08-17,9,2,soybeans,1997
1997-08-24,8,2,soybeans,1997
1997-08-31,8,2,soybeans,1997
1997-09-07,8,2,soybeans,1997
1997-09-14,9,2,soybeans,1997
1997-09-21,8,2,soybeans,1997
1997-09-28,8,2,soybeans,1997
1997-10-05,8,2,soybeans,1997
1998-06-07,4,1,soybeans,1998
1998-06-14,6,1,soybeans,1998
1998-06-21,7,2,soybeans,1998
1998-06-28,8,3,soybeans,1998
1998-07-05,9,3,soybeans,1998
1998-07-12,9,3,soybeans,1998
1998-07-19,9,3,soybeans,1998
1998-07-26,8,3,soybeans,1998
1998-08-02,8,3,soybeans,1998
1998-08-09,8,3,soybeans,1998
1998-08-16,7,3,soybeans,1998
1998-08-23,8,3,soybeans,1998
1998-08-30,8,3,soybeans,1998
1998-09-06,9,3,soybeans,1998
1998-09-13,10,4,soybeans,1998
1998-09-20,10,4,soybeans,1998
1998-09-27,9,4,soybeans,1998
1999-06-06,3,1,soybeans,1999
1999-06-13,4,1,soybeans,1999
1999-06-20,4,1,soybeans,1999
1999-06-27,5,1,soybeans,1999
1999-07-04,5,1,soybeans,1999
1999-07-11,5,1,soybeans,1999
1999-07-18,6,2,soybeans,1999
1999-07-25,7,2,soybeans,1999
1999-08-01,10,3,soybeans,1999
1999-08-08,12,4,soybeans,1999
1999-08-15,12,5,soybeans,1999
1999-08-22,14,6,soybeans,1999
1999-08-29,14,6,soybeans,1999
1999-09-05,15,8,soybeans,1999
1999-09-12,15,9,soybeans,1999
1999-09-19,15,9,soybeans,1999
1999-09-26,15,9,soybeans,1999
1999-10-03,15,9,soybeans,1999
2000-05-28,4,1,soybeans,2000
2000-06-04,5,1,soybeans,2000
2000-06-11,6,1,soybeans,2000
2000-06-18,6,1,soybeans,2000
2000-06-25,6,2,soybeans,2000
2000-07-02,6,2,soybeans,2000
2000-07-09,7,2,soybeans,2000
2000-07-16,7,2,soybeans,2000
2000-07-23,7,2,soybeans,2000
2000-07-30,7,3,soybeans,2000
2000-08-06,8,3,soybeans,2000
2000-08-13,8,3,soybeans,2000
2000-08-20,10,4,soybeans,2000
2000-08-27,11,5,soybeans,2000
2000-09-03,11,7,soybeans,2000
2000-09-10,12,8,soybeans,2000
2000-09-17,12,7,soybeans,2000
2000-09-24,12,7,soybeans,2000
2000-10-01,12,6,soybeans,2000
2001-05-27,5,1,soybeans,2001
2001-06-03,8,2,soybeans,2001
2001-06-10,9,2,soybeans,2001
2001-06-17,8,2,soybeans,2001
2001-06-24,8,2,soybeans,2001
2001-07-01,8,2,soybeans,2001
